"id","profileName","text","date","title","rating","images","helpful"
"RIHE5QWH36YIT","Anjali","One word for this book just go for it... seriously the amazing one if u wanted to know more about  achieving  dreams n focus on ur goals this book seriously gonna help u alot.👍","Reviewed in India on 9 January 2021","Best books",5,"",0
"R27PDSMBYJZZ83","Prasenjit Barik","Like this book and very beautiful. I'm using this book","Reviewed in India on 9 August 2021","5stars",5,"https://m.media-amazon.com/images/I/B1FwmkDP-1S.jpg",0
"RYZW2OEXP5YR3","Abhishek yadav","There is one thing who makes your dream impossible is: fear of failure !! A motivational & inspiring story of a small boy name santiago.he was following his dream & want to achieve them &for that he was passing through no of difficulties in his path. But those people who are searching for love romance they will regret after buying this.But for those who want to achieve something in their life it will be a turning point for them.","Reviewed in India on 1 May 2019","Fear of failure",5,"",1
"R2FWXYLYZVRBG3","Selva","I felt like I was traveling as a shepherd and travelled all along desert until the author disclosed what is that treasure talked about in whole book. Nice book for the ones who believe in Personal legend","Reviewed in India on 26 December 2020","Very good book",5,"",0
"R15OTHY17GF52K","Dion","One of the first books I read cover to cover.Beautifully written and it kept me hooked. Couldn't wait to get back to it and read. This is kind of the best first book to read. You will be glad you read it, at least I was.","Reviewed in India on 26 July 2020","Beautiful",5,"",0
"R33R1X8IAJUF2P","Bhargav","Youll finish it before even you realize. Engaging and deep.","Reviewed in India on 9 August 2021","Masterpiece",5,"",0
"R3PN4DXH42GQJW","Robert is back","Love it","Reviewed in India on 24 September 2021","Good",5,"",0
"R2E23L1E7Y9520","praveen shanson","It is my first book to read ... Intresting and positive vibes....worthy and could help you read more and more books","Reviewed in India on 13 June 2021","Best one for newbies",5,"",0
"R2W58M3KINLKG8","i.l.s.shivakanth","Nice one . Describes the destiny. Unconventional work towards his personal legend. Self belief etc. Also reaction of nature . Love from the nature and so on","Reviewed in India on 10 September 2020","Goodone",4,"",0
"RPOOTH6HSBGX7","Ravikanth Rao","Heart always tell you to follow your dreams. When your read The Alchemist and if you have a dream in your mind, this book will definitely push you to pursue it. But it is always difficult to do that, when you have already something you love most i.e., family, kids. We always intend to give comfort to your loved one. Its the fear that will come in to our mind with thought of take up the dreams i.e., coming out of current comfort zone. The risk is not only yours but for your loved ones too, which you do not like naturally. It is something like a selfish person who thinks about his own (dreams).But yes, this one is a book to read and a book to preserve. Thanks to author who gave a me different perception of life ...","Reviewed in India on 3 March 2016","A book to read and preserve .....",5,"","3"
"R3SZKS0MQIXNWO","Ritika Jalan","The book is an eye opener for those who have a lot of unanswered questions. It's a major source of light/inspiration and motivation. Definitely recommend it to everyone. Must read.","Reviewed in India on 1 April 2021","Good Book",5,"",0
"R2ISNHL5HG5TAB","Jyotirmoyo","if you feel that there is something greater than what our sensory organs can sensethen it's worth reading, the way the authors thoughts are communicated made me feel like reading abook in 8D.","Reviewed in India on 19 February 2021","An Omen",5,"",0
"R1YGJM804TTBO","Althash Cn ","There where a lot of values i could relate to in my real life and i guess every reading gives us a different perspective.","Reviewed in India on 1 November 2020","Value related theme",4,"",1
"R2QXEA9OC14QYD","yugesh","Quality of book is really Good","Reviewed in India on 27 August 2021","Nice book!! Quality is good",5,"",0
"R2GZG46J4FV6GS","Suraj Vishwakarma","What an awesome book.....It keeps you attached during the whole reading process...Awesome character development & details....Go for it if you just started reading... Must have book in yr collection ❤️❤️👍👍","Reviewed in India on 12 April 2021","Amazing, fabulous book for beginners",5,"https://images-na.ssl-images-amazon.com/images/I/71Em2QOs2EL.jpg",0
"R1IQOGV4BIW9PO","Varsha shridhar ","Packing was good, delivered on time, one amazing book","Reviewed in India on 13 August 2021","Good",5,"",0
"R23058MPQ8IGYU","Ritu","It's a book about  following your dream.Worth for money .Easy to read for beginners.Nice paper 👍 quality.","Reviewed in India on 12 December 2020","A Good book for beginners to read . Must read",4,"https://images-na.ssl-images-amazon.com/images/I/814adhjeo+L.jpg",0
"R2P789DH3Q5XTU","SUMIT GOYAL","The Alchemist is wonderful book that motivates you in a very practical way. The book is about journey of a boy named Santiago who wanders in pursuit of his treasure and dreams and how he acheives his destination unfazed by the fears and failures encountered. The book clearly depicts that you should not be intimidated by fears and failures rather consider them as an integral part of the you path you are following. Everyone on this universe has his/her own destiny and one must transform oneself to serve better purpose once original destiny is realised.","Reviewed in India on 27 September 2018","Must Have Self-Help Book in your Book-Shelf",5,"","2"
"R3STI5P3YCR962","souhardya","the book condition was freash when i got it , but it was loose without a seal pack/protection pack,btw the corners was ok,page quality is good .","Reviewed in India on 4 September 2020","book came in good condition but there was no seal",4,"",0
"R1ZS3IL2IAZL1E","Lekhya Thota","Best book ever I read.","Reviewed in India on 30 August 2021","Favourite book",5,"",0
"R3J0SBNDVJ77RU","manjula negi","The book is a must read especially for new readers. It's a fable about following your dream.The book came in a damaged condition, a bit burnt from the sideways..it always make me sad seeing books in such a condition","Reviewed in India on 25 January 2020","A must buy .. especially if you are new",4,"",0
"R35WBWNVGLSU56","Harshit awasthi","Must read; The story of hope","Reviewed in India on 24 August 2021","Recommended",5,"",0
"R1X3XZZGBHXAWS","Subhradip Saha","So much intriguing!! I got lots of life changing messages from this book and have started to implement them in the quest for realizing my dream..This tiny book has a lot to say in between the printed words.. please give it a read","Reviewed in India on 11 September 2020","Very nice",5,"https://images-na.ssl-images-amazon.com/images/I/71e1nOmrG7L.jpg
https://images-na.ssl-images-amazon.com/images/I/71ufpvCfaZL.jpg
https://images-na.ssl-images-amazon.com/images/I/71yxpMc-E5L.jpg",0
"RIRM9YSQXSMZB","Vinayak P.","Great story in simple language.So much you can learn from the book.RecommendedU can finish this book in one week.","Reviewed in India on 3 June 2021","Good story line",5,"",0
"R1AGIGVM4S5LJJ","SHOBHA RANI K","Although this book conveys a great message Im not really a fan of it because the story is too far from reality.","Reviewed in India on 22 June 2021","Good one",3,"",0
"RYMPWRWBHT7N","Kashyap","One of the best! I would recommend this book to everyone.","Reviewed in India on 29 July 2021","Masterpiece",5,"",0
"R18CR0S0LQ41FI","Srinivas sharma","Content is very good and life changing.","Reviewed in India on 18 August 2021","Very good",5,"",0
"R391TRXBX2HKBW","Arpita Roy","One must read this book","Reviewed in India on 29 August 2021","Wonderful Book",5,"",0
"ROX6LM32ZZ9QO","Siva subramanian","There are lot of similarities between the protagonist and the reader. It reminds and make us think about the experience of the protagonist and us in real life. You should believe in the soul to experience the boy’s experience. Will be very thoughtful. Must read.","Reviewed in India on 11 August 2020","It’s all about “ONE”",5,"",0
"R36BN44V7ME2EW","Reena Oswal","The whole story was good. Really liked reading it. I wanted to start reading and it was a great choice.Recommended","Reviewed in India on 26 November 2020","First book i read completely",4,"",0
"R16WHI1JXG6QB9","Arooja",,"Reviewed in India on 20 September 2021","Book is worth it",5,"https://m.media-amazon.com/images/I/D1E7jcztfiS.jpg
https://m.media-amazon.com/images/I/D1Nra05pzVS.jpg",0
"RYQOUC9CGP3WA","Smitha Dsouza","Book is excellent","Reviewed in India on 13 September 2021","Must read",5,"",0
"R2NSTIOB800X9H","kushal","""Perfect"", nothing else needed to define this book","Reviewed in India on 14 August 2021","Perfect",5,"",1
"R1A783SCOA3OUS","Anonymous ","Read","Reviewed in India on 27 March 2022","Ok",2,"",0
"R2PES1R82JHB5M","Janya Karampudi","It's a great book. I got the book delivered on time in good condition. Loved it!","Reviewed in India on 11 January 2021","Good",4,"",0
"R2IU41S5KUE2US","Rohan Chauhan","It is a good book and will help you in tackling some trying situations in your life when it comes to dealing with people. However, some things like not putting your views just because the other person won’t get it is a little too extreme as that would mean an end to all conversations. Should be read in a way to tackle professional relations, not personal ones.","Reviewed in India on 4 November 2018","A good read",4,"",0
"RDYOSNNPBM17Q","DIVYANSHU","Book for a lifetime. Advices everyone to follow one's dreams and fulfill his destiny. Don't miss it. It will change your life for good.","Reviewed in India on 22 May 2021","Life changing book",5,"https://images-na.ssl-images-amazon.com/images/I/C13ofE5qU5S.jpg
https://images-na.ssl-images-amazon.com/images/I/C1o-1HIthvS.jpg",1
"RREH7YF4M6HX4","Kindle Customer","I loved the book. Omens, Soul of world , Soul of God, Alchemist, desert all this is so interesting. Just wow.","Reviewed in India on 3 June 2021","Great book",5,"",0
"R1F15EVWLZCCR7","Sreerag V S","It is an easy read which can be finished in a sitting. This may not be as soulful as 11 minutes. But it does have the soul of a young adventurous boy.","Reviewed in India on 10 April 2021","Easy Read",3,"",0
"R20DRI3RBSL7EO","Harshit","It teach me some valuable lessons Highly recommend ⭐⭐⭐⭐⭐","Reviewed in India on 6 August 2021","A must read for everyone",5,"",0
"R2I0VG199V09JJ","NUNNA GURU SRAVAN KUMAR","NICE BOOK","Reviewed in India on 17 September 2021","THE ALCHEMIST",5,"",0
"R2AQXZSAZB5V8U","Ganesh","Good book","Reviewed in India on 4 April 2021","Good book",4,"",0
"R1KWL0SJ2BBIA9","Bhupendra Singh","Good book to read for self help and for personal development. This book is in story format that's why you not get bored.","Reviewed in India on 26 May 2021","Nice book",5,"",1
"RATFF0JA4DVUR","Indraja Naik","Such is the power of Paulo Coelho...The inspiration that you will accquire after reading this book has no par...every page kept me hooked not to just know how it would end but for the inspiration , for the realization , for imagining myself in the place of the Protogonaist.There is not even a single page in this book that will make you feel bored or losse intrest....I read this book in 5-6 hours in one sitting.Anyone who needs motivation in life must read this novel...truely a motivator for me....still I am able to recollect some of the sentences in book😊😊Delivery of the book was on time...Thanks to Amazon.","Reviewed in India on 1 August 2017","The moral will last in memory forever...",5,"","2"
"R7ITB1KII4Y4J","Harsh Singh Chauhan","This isn't a thrilling book. However reading it made me feel at peace and enjoy the moments. The spiritual teachings conveyed seem pretty great and helpful. I would definitely recommend reading it.","Reviewed in India on 19 May 2020","Makes you feel at peace",4,"",0
"R2SGG0L5KANSR8","SAINATH REDDY","The philosophy was good ,the hurdles which everybody encounter in the way of pursuing their own dream is to test them which is a fact.This book  made me disappointed as I expected more from it because of the fame it has. The story sucks but the lessons are to be learned from it which are-> follow your heart, heed the voice of it.-> everything in life has it's price-> Life is the moment we are living now-> It's not what enter's men's mouths that's evil, it's  what comes out of their mouths that is.-> No project is completed until it's objective has been achieved.This are the some of the lessons which everyone should learn, although I don't believe in conspiring of whole world for your dream it's just the  thought of whole universe having your back will make your strength and you just tends to push yourself towards your goal.","Reviewed in India on 29 August 2018","The lessons are good but the story sucks",3,"https://images-na.ssl-images-amazon.com/images/I/71zfw42U5zL.jpg","33"
"R13C7QWUPAHDSB","surendra","Great book. I would definitely recommend it. I personally love the ending. All you need is patience to read it till the end.","Reviewed in India on 21 May 2021","Worthy to be read.",5,"",0
"R311JNR10BCLZ8","Pooja ","Once you start reading can't stop yourself to continue until it is finished. It make changes. Story is all similar to person who are chasing their dreams but some obstacles  prevent the path to go forward and creat confusions.. That time listen to your heart then whatever be the situations . If you follow your heart the path will automatically design like Santiago's life.All the Best","Reviewed in India on 21 August 2019","Must read",5,"",0
"R1M2H0MHMM302T","Aviral Gupta","The story of the boy and his way of looking the world is very inspiring.","Reviewed in India on 30 June 2021","Great book",5,"",0
"RDA8CRSIR4UU8","Aakash singh","Awesome 📕It is an unforgettable story about the essential  wisdom of listening to our heart and, above all, following our dreams.A life enhancing impact on me. Thank you","Reviewed in India on 4 March 2021","Love this book",5,"https://images-na.ssl-images-amazon.com/images/I/91lXQXjB-lL.jpg",0
"R8H2SHHTA9AZO","Tabrez Mansuri","Excited to read it before buying but not much adventure after reading it.","Reviewed in India on 12 August 2021","Seems to be clueless",3,"",0
"R1J6BF9KK5P8WM","Harjinder","I was my first book and i an glad that i chose this book because it helped me a lot.Must Read","Reviewed in India on 22 May 2021","Best book",5,"",1
"R2PVS746EJB4CB","Shubham Patrick","This is amazing book and I will read again if forgot concepts of this book.","Reviewed in India on 29 June 2021","Must Read",5,"",0
"R1VBOW653AWRM9","balabodhi","The fantastic, thrilling and  very interesting story which creates a shock, astonishing and bliss at the end...amazing story from starting to end..","Reviewed in India on 22 May 2021","Must read in a life time.. fantastic, thrill, astonishing, shocking..",5,"",1
"R24O8VWG9XUSP3","amit kumar","Hi, I'm TanmayHappy to receive this book🙂But, No bookmark😒","Reviewed in India on 19 July 2021","Excited!!",5,"https://images-na.ssl-images-amazon.com/images/I/B1ZA-mXojhS.jpg",0
"R2Z27SZDL9A32B","Naina","Its a must buy for all book lovers","Reviewed in India on 11 August 2021","Favourite",5,"",0
"RCN6TP9GXWHQW","Dheeraj Airi","This book contains some basic facts of life which we already know but we don't recognize them.This book teaches us that DREAMS are not just dreams but are personal legends which we have to realize as soon as possible or it will be too late.Amazing book.Thanks.","Reviewed in India on 21 May 2020","Great philosophical book",5,"",0
"R33AA7H4WHCS5J","Himanshu","Basically it's guided u for things to do in u r own path or life. Not like others books who show a path or guided to get a way or path.","Reviewed in India on 26 May 2020","Great fictious book.",4,"",0
"R3RBAZCHOCDHBC","shoib shaikh","very nice and adventurous","Reviewed in India on 24 August 2021","बहुत अच्छा और साहसिक",5,"",0
"R1GHXG7HVNUETH","Sandeep raj","It's nice book,i request to all read it.A story of santiyago boy...who finds a happily life style...","Reviewed in India on 17 December 2020","It's a life changing book..",4,"",0
"RB9B8KXFP847F","shankar negi","Great inspirational bookThe most important part of this book that its talk about your journey to reach your destiny it doesn’t matter either you will be there or not but To be on that journey will be very significant.Follow your heart and you will achieve the treasure of your life","Reviewed in India on 4 April 2020","Must read book",5,"",0
"R6BXVAE4NXVP6","Naman Sharma","The last third of the book is filled with misprints. Some of the pages numbers are shuffled, some pages are only half printed. Some texts are overlapping others. Refer to the pictures i attached with the review","Reviewed in India on 17 January 2022","Bad printing",2,"https://m.media-amazon.com/images/I/71Aozd9ob1L.jpg
https://m.media-amazon.com/images/I/71VAi-3n0nL.jpg
https://m.media-amazon.com/images/I/71h6GqC23tL.jpg",1
"RTNUPU1IMKSSN","Anjali dubey","This book is meant to be read. Such an beautiful book .","Reviewed in India on 11 July 2021","Dreams are meant to be followed.",5,"https://images-na.ssl-images-amazon.com/images/I/81EJT6atjXL.jpg",0
"RUZ3R138UTA7N","Yogi","One of the most popular titles........... best seller across various countries.......... my personal view point is slightly different and is as under :-Many such books have been written in recent past and somewhere learning in 'The Alchemist' is covered by almost all of them viz. 'You can Win', "" The monk .... Ferrari'. This is a great read but not so relevant today. It was written quite a few years back and can be given a miss in toady's times based on your other reads.On the story telling front, this is a great book and you would enjoy reading this.","Reviewed in India on 8 August 2016","Can be given a miss.....",4,"","2"
"RP5JEBVGVBXCD","Vishal","A story which tells you where is your destiny and you reached there if you use some principals like make self a alchemist , understand the directions given by nature........etc.every one have to read this book to fully understand.","Reviewed in India on 9 October 2020","Nice one",5,"",0
"R1T4RFN2N7XAKA","Chandrasekar M","As someone undergoing mid life crisis I am in a phase where I am at cross roads searching for my personal legend so naturally this book came highly recommended for me, even though I was able to relate all the way with the story after reading the book I give it 3 stars because of dryness in narration and some gaps in the story line.","Reviewed in India on 13 November 2020","Not appealing to person with mid life crisis",3,"",0
"R1WYS6Z0SMHZZV","Sorila","I like it. Happy customer =)","Reviewed in India on 5 March 2021","Good book.",4,"",0
"R1QZYYSALJFOE2","Rajib Mallick","Story is good.","Reviewed in India on 27 August 2021","Motivational book",5,"",0
"R1ZBSXH4TRTKEM","Sanjay Kumar Bhat","This book is amazing . It inspires  a lot and has simple English not that complicated one . Everyone should try out this book and they will definitely like this book.","Reviewed in India on 21 January 2021","Amazing",5,"",0
"R1B5UH5NZHWPIP","Surita","Nice story of following your dream and believing in yourself. Loosing hope sometime but never change your goal.","Reviewed in India on 10 June 2021","Must read",5,"",0
"R273WFR8179CEQ","Muskan Sharma","Great experience reading it ! No major grammatical errors and a fair paper quality.If you are looking forward to embark on reading, this is the one for you ! A book that is enriched with meaningfulness in its unambiguous and perspicuous words.","Reviewed in India on 9 August 2020","A great one to begin with !",5,"https://images-na.ssl-images-amazon.com/images/I/71dR3gaNbkL.jpg
https://images-na.ssl-images-amazon.com/images/I/81vCLlTVN5L.jpg",0
"R27LHNV3FMP7BE","Shahrukh Shaikh","Simple language, beautiful and soulful conversation. Spritual enlightenment. Kind words of guidance. Belive me if you are going through a rough patch you need to pick it up","Reviewed in India on 27 March 2021","A beautiful book to keep you on the path of achieving your dreams",5,"",0
"RZ5445EDEE8U6","Anmol","Those who want to read philosophy and intelligent book, this is for them. I personally didn't like it but yes it is one of the most popular book for 2 decades. As everyone thinks ""it must be having something worth reading"". Well it has. But I didn't like it that much. It gives you life lessons in very different manner. Yes it is one time read.","Reviewed in India on 4 November 2020","One time read.",3,"",0
"R1S923NWRM5VS2","Alka","I like this book alot, it tells you if you want to achieve something you will get that. Beautiful book","Reviewed in India on 30 May 2021","Wonderful book",5,"",0
"R1Q1BIMHZZR4T1","Sooraj Ravindran","This is a tremendous book which gives voice to our soul and helps us to speak with ourself. In simple terms you will get to know yourself and the path you are carried. The  entire universe is comprised of same element in the making of living being. Feel it.","Reviewed in India on 27 April 2020","The Language of the heart",5,"",0
"R1WC10FVHTBSY3","shubham","Great book.","Reviewed in India on 7 September 2021","Must read book!!!",5,"",0
"RMYGB96SUQZAW","Nandini counder","This is the first book I m reading ever... N I loved it.... The flow of the story is amazing.... N quite interesting....","Reviewed in India on 13 May 2021","Must read book",5,"",0
"R1LL0NY2JTITAX","Prem Prakash","An awesome book ...which keeps you hooked at the same time teaches you a lot..","Reviewed in India on 22 June 2021","Quick Read",5,"",0
"R2LG8M8OFE4RU5","Pranav Mane","I like this book it is a very nice storyAnd I like is poket edition and HardcoverIt is a very good book 👌","Reviewed in India on 1 May 2021","It's story is very nice",5,"https://images-na.ssl-images-amazon.com/images/I/C15e9EyqmYS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1EO2JSNFrS.jpg",0
"R2CMGGIC6MC1XN","Rohan","it was a good book","Reviewed in India on 12 August 2021","book review",5,"",0
"R3W38YR2PFJT6N","Kindle Customer","Author has very beautifully express the ideas of personal legend. According to him we all can achieve our goal by listening our heart and follow dreams. Paulo created beautiful story, which explains this philosophy.Well done Paulo","Reviewed in India on 11 January 2020","Language of heart",4,"",0
"RZFHBM3TYUN0A","Amazon Customer","got it for 175rs in prime day sale. the back cover is slightly folded which is the only draw back","Reviewed in India on 22 October 2020","can try it",4,"https://images-na.ssl-images-amazon.com/images/I/61dEYtA04qL.jpg
https://images-na.ssl-images-amazon.com/images/I/71Okp0V6tkL.jpg",0
"R3T7SV6K8DZNUH","NIKHIL SAWANT","Great book.This story travels us in different parts with different cultures and giving lots of lessons on life.This book talks with our soul. Give us the opportunity to rethink what are we doing to make our heart happy.","Reviewed in India on 17 September 2020","Great book.",5,"",0
"R3QLC0GP2N9G2R","Noel","Nice story and a very good read","Reviewed in India on 2 August 2021","Great book",5,"",0
"RVBD4NK3I9NF9","harry","The search for the personal Legend is described beautifully. This is my second book by Paulo Coelho after Hippie..love the way he writes..Alchemist always keeps you engaged with the story .. Great creation.","Reviewed in India on 30 March 2020","Great write.. With creative efforts.",4,"",0
"R1EB04YOM8YI8X","Susona das","Yet this is the best book till now i have ever read.THE ALCHEMIST. this is the book which i want remember my entire life. Thank you santiago,thank you to the the king with a gold breastplate and the ALCHEMIST. And after all thank you paulo coelho for this wonderful book. This book gives me a lesson to always listen to my heart and this is the only true way to reach my destiny. Also thank you to amazon for this fast and very nice packageing delivery. Please read this book atleast ones in your life. I'm sure u'll be inspired.  With love,susona.","Reviewed in India on 10 December 2017","Please read this book atleast ones in your life.❤",5,"https://images-na.ssl-images-amazon.com/images/I/71AHGJ+cY1L.jpg
https://images-na.ssl-images-amazon.com/images/I/71whOe4W3UL.jpg","14"
"R2KO5LK61H6RV6","Somashekara","Good book","Reviewed in India on 4 September 2021","Good book for beginners",5,"",0
"RVUHHFNYMFSO","Jammy","Oh what can I say about this book..it is my favourite ....no matter what...this book will continue to inspire generations to come...it is so so amazing....the reader feels calm and curious at the same time...words fall short to describe this book.i read it in one day with hardly 2-3  breaks...and still go back to some of the lines written In this book...which always inspire me in my tough times...a must read ! :))))","Reviewed in India on 23 April 2019","It is my favourite book! A must read!",5,"",0
"R3O47F2AKXG6OA","Safiul Malithya","Like","Reviewed in India on 10 September 2021","The story of this book is beautiful",5,"",0
"R27F3IZDXLTV2K","Divya","Nice","Reviewed in India on 30 March 2021","Nice",4,"",0
"R1NHSH16PXF8KP","NISHTHA GUPTA","I brought this book as kindle edition and started reading  it during my travel  time i just love this book it inspires me alot","Reviewed in India on 7 May 2021","Must read this book",3,"",0
"R3S7IDGAL1QHL0","NISHA KUMARI"," The quality of book was good and pages were also of really good quality. As creepy as it sounds of me, the smell was also good😅😅","Reviewed in India on 1 July 2021","The book is a must read. From content to the quality of pages, everything is really good.",5,"https://images-na.ssl-images-amazon.com/images/I/B1It2ngD7qS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1VT6AAS-+S.jpg",1
"R3T5AEC9IRF35H","Anand","Firstly hands off to Paulo Coelho who wrote this wonderful book. It talks that if you want pursue a dream whole world will help to achieve it.Characters in this book are so heart touching. We will transform us as the central character of this book","Reviewed in India on 27 June 2020","Excellent book",5,"",0
"R2CB5FGBGNMCRS","Rajkumar","Really a great book to beginners","Reviewed in India on 3 August 2021","Great book",5,"",0
"R1A0BZ9FKAKBEN","Triti","No words for this book but everyone should read this book once.","Reviewed in India on 7 July 2021","Awsm",5,"",0
"REO5VKBQHCXBM","Dharmrajsinh Rana","One of the inspirational book I have ever read. This book gives you the beautiful experience of journey which everyone has to face if they wants to achieve their personal Legend....","Reviewed in India on 28 April 2020","Journey",4,"",0
"R3VURIA0RM8FQ","S.MADHU SABRAY","One of best reads...","Reviewed in India on 14 August 2021","Worthy Read",5,"",0
"R2X3P95PITUDVP","Palak","Nice book to start reading for children but not much interesting as in reviews mentioned and only 161 pages were there","Reviewed in India on 11 October 2020","Nice one",4,"",0
"R374P3HC5ACQMA","Parvathy","This book is  one of the reason why i love reading books..it gives us hope..n it says as it ok to be dream big..n follow ur dreams..","Reviewed in India on 19 March 2021","Most recommended book",5,"",0
"R21VG302XH4TTM","Parth Trivedi","Very amazing story must read, Author Pablo Coelho books are always awesome. Not a single paragraph bored me. Completed this book in 15 days ; ) go for it...","Reviewed in India on 24 February 2021","After reading you want to be alchemist ; )",5,"https://images-na.ssl-images-amazon.com/images/I/C1X4GwhhXpS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1uYaR8VdYS.jpg",0
"R2SXCTRPU8FNCC","Ishaque","I usually force me to read books so that I can learn something . Here is the one which I learner in this book where everyone tells follow your dreams it willewd you some where you have dreamt of.Nice and short one read it.","Reviewed in India on 11 June 2020","A philosophical motivator",5,"",0
"R1PB7YXGF4689H","Alur Kom","The paper quality is quite good, concise and beautiful.","Reviewed in India on 16 July 2021","Quality",5,"",0
"R2YCMTJNPJLI8B","Swati Agrawal","Its a nice book, but sometimes its very slow in pace and repetitive which reduces the interest","Reviewed in India on 28 June 2021","Nice Book",3,"",0
"R38DHD7G10TMAQ","Shravani Vilas Chavan","Currently I am reading this book and I am totally into it , as expected cloud tail never stops to amaze me with their quality of books ...","Reviewed in India on 18 March 2021","Inspiring  and yet best quality by cloud tail .",5,"https://images-na.ssl-images-amazon.com/images/I/91Qu7reyX2L.jpg",0
"R1YQNEKL22M5IH","Basavaraju","Everyone should follow their dreams until reach. Everyones heart says to do what they want. Never give up. Excellent book by Paulo Coelho","Reviewed in India on 3 September 2020","Never give up until reach the goal",4,"",0
"R2KC7K56N3DLUH","Yuvraj","The glimpse of story is impactful and fun To read.","Reviewed in India on 11 July 2021","Storylining",5,"",0
"R14BGDK0SBR9YK","Hafiz","Such a wonderful bookGreat experience","Reviewed in India on 31 July 2021","Masterpiece",5,"",0
"R27KTRVUGJSO6K","Jitesh Rajwani","It's a good book that will tell you the most important thing . I won't reveal . If you want to start reading then read this book as it is easy and important though.","Reviewed in India on 1 March 2020","Dreams , Desires",4,"",0
"R1AWZ0Y89IG90W","Avinash gupta","This was the first ever novel I have ever read completely because It forced me read it due the interest which it created.I will like to mention that I read the whole book in just 3 days and anyone will be able to do so.And that to twice a day and only an hour at a time.I just want to say that it is a definite worth to try.RegardsAvinash gupta..","Reviewed in India on 30 March 2019","You must try it..",5,"https://images-na.ssl-images-amazon.com/images/I/61DEb3FC9vL.jpg",0
"R1LDGGGF4OR92V","Baskar raj","Mind blowing narration , the author narrates the life experiences of the travel of desire","Reviewed in India on 14 June 2021","Worth to read 📚",5,"https://images-na.ssl-images-amazon.com/images/I/B10ZnwbbcZS.jpg",0
"R1QG6161SF1X3G","abhinav c.","Excellent book, delivers life lessons in the form of fiction. One of the best fiction you will ever come across..","Reviewed in India on 24 May 2021","Excellent book.",5,"https://images-na.ssl-images-amazon.com/images/I/81WvB4X0zgL.jpg",1
"RRJAOT58KBO6H","Ashok","People who are all interested in reading should read it.","Reviewed in India on 9 July 2021","Alchemist",5,"",0
"R2BX92LWC8KW7L","Mahesh","It is so nice and detailed explanation of life and personal legend.Do follow ur heart..Overcoming challenges can lead to success","Reviewed in India on 10 May 2021","Best book to read",5,"",0
"R19N336P6JYM6J","YOGESH KUMAR","About the book : it's just amazing ,the best novel for beginners.The quality is too amazing , the packaging was really good by Amazon .","Reviewed in India on 6 April 2021","BĒsT BØōK",5,"",0
"R27CAD1SXNP9KV","Saliha","Book i recieved was very tidy","Reviewed in India on 29 July 2021","Must purchase awakens your dreams",5,"",0
"R3SLS10SWLYX2F","Dr.Pardeep kumar","Journey with in journey great things happen on the way and connect everything afterwards you see it .thanks for wonderful book felt great and get goosebumps when reading it","Reviewed in India on 7 February 2021","Amazing book",5,"",0
"R3RXERXR4YZ8UY","Manish","Very nice book and must read","Reviewed in India on 29 July 2021","Very nice book",5,"",0
"R1BV5VKLMS8ET4","Tanya singh","First book that got me occupied","Reviewed in India on 28 July 2021","Best book for dreamers and for beginners",5,"",0
"R1BP2VOKJ0KI77","Amit","Completed in just one day ...it was really worth reading","Reviewed in India on 7 July 2021","Really a good one",5,"",0
"R20GBV3JMHW3KN","Chau Sunaka Moungkang","It's a good book but didn't like the story much, it was like a flop fantasy movie( like the Last Air bender or the scorpian king)  and also there was so much rave about this book so I expected more.","Reviewed in India on 6 February 2021","Not the best",3,"",0
"R3FAHYF4CM0ED7","Ahana Dasgupta",,"Reviewed in India on 28 August 2021","Good Book",5,"https://m.media-amazon.com/images/I/C1MphLUXN2S.jpg",0
"R1UJHCEK2HT17J","Kindle Customer","The book blends all aspects of life in search of dream. If you enjoy life lessons then you will like reading the book. I liked the book for its spiritual touch.","Reviewed in India on 9 April 2020","Deep feelings",4,"",0
"R36LW9GROIJFMN","... ","One of the best classical fiction I've ever read. Calling it a masterpiece wouldn't do justice to Paulo Cuelho's sensational hit. The Alchemist is a book about magic, dreams and the treasures we seek elsewhere and find it on our doorstep.","Reviewed in India on 7 August 2020","One of the best works of Paulo Coelho",5,"",0
"R1FWF1C2VSI2UF","Dattaram s.","Good","Reviewed in India on 6 September 2021","Good",5,"https://m.media-amazon.com/images/I/C1FDYjPPRPS.jpg",0
"R1ESA4XVUI6BGF","Arputha G","A wonderful tale about finding your treasure. Very thoughtful story.","Reviewed in India on 4 July 2021","Good read",5,"",0
"R23J44F7R0ANY0","Angel","I loved I t","Reviewed in India on 3 August 2021","this book is very helpful for teens",5,"",0
"R2FUNDS8FRV0CN","Ashutosh Roy","Great condition.Delivered as promised.Latest eddition was sent.Content of book itself is good.You will find quite fascinating reading this book","Reviewed in India on 26 May 2021","Awesome!",5,"",1
"RWN2MB0BU9QWU","Devraj ","Go for Hardcover edition only...","Reviewed in India on 2 August 2021","Hardcover Edition is Best",5,"",0
"R2IOYT46ATXNO9","Jimmy Varghese","Nice self help book in a fictional way. Has various references from the holy Bible & other spiritual stuff. Nice book in fact","Reviewed in India on 18 August 2020","Nice self help book",4,"",0
