"id","profileName","text","date","title","rating","images","helpful"
"R3417UN1CI1KIJ","chandrahas","This is a amazing book , I would not say that you will find your ikigai just by reading the book but this will definitely guide you to how to identify it . Specially the first and the last two chapters will give you a clear view to what is ikigai and how to find it .","Reviewed in India on 12 February 2021","Amazing book",4,"",0
"R3WE5IV5PAYOF","Oorja Paul","I read so many good reviews on this book that I decided to buy it. I am a fan of fiction, hence, it doesn't fit my favourite genre but it's a good, light read that reflects on our lifestyle and how it is different, dismally different from the cenetenarians. The book has some interesting facts and will make you think where you are going wrong.✨If you decide to shift to a healthy and happy lifestyle and need some inspiration, this is the book for ya.✨- OP","Reviewed in India on 17 December 2020","A book that inspires",5,"https://images-na.ssl-images-amazon.com/images/I/81Dewprv1yL.jpg",1
"R2L0Y9EB6R6TX5","sahana","I enjoyed reading this book, each time I read a chapter or even few pages from this book, it makes me feel good. It tells the art of staying young and happy.Written in simple English. This book will be enjoyed by all age group. It can be gifted to parents ,grandparents or even a self gift.","Reviewed in India on 6 July 2021","Don't think too much, get this book ,you will enjoy reading,irrespective of your age",5,"https://images-na.ssl-images-amazon.com/images/I/C1+O5BcvMYS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1lhZMI8T5S.jpg",0
"R1L9IYTWS0F2YI","Akangsha Debbarma","Beautiful book","Reviewed in India on 19 February 2022","Nice Book",5,"https://m.media-amazon.com/images/I/61QZykMV9mL.jpg
https://m.media-amazon.com/images/I/81FVcaqF9iL.webp",0
"R2NW4UD60XABOT","Akshay Dalve","Great read, amazing facts about people who live longer. Great insights about food and exercises in different cultures and how they keep people happy and healthy.","Reviewed in India on 19 December 2021","No problem with delivery.",5,"",0
"R6L9C2G7J91Y9","Vidha paradkar ","It's a really helpful book, have also started making notes and all from it, they have interviewed some people of over the age of 100 and it was nice to read and learn from their take of life.also it comes in a handy size so it's fun to read.Hard cover books are always good to maintain and they offer a very different experience when it comes to reading.Was delivered in good condition and no issues with the seller as well.So overall the experience was very good","Reviewed in India on 19 August 2020","Good purchase",4,"https://images-na.ssl-images-amazon.com/images/I/71G7WHHF0hL.jpg",0
"R39K06MRNQNXGC","Namjoon🐨 💜","The book is really great, I'm not a big fan of reading book but this one actually changed my mind. Thank you to the person who recommended me this book 💜I read it whenever I get some spare time from my studies.The problem is that there are some spelling mistakes and cover printing mistake.Although the book is really good , of you are reading this comment 👀 give this book a try trust me you will love it. ❤❤❤You nice keep going 👁👄👁💜","Reviewed in India on 30 August 2020","I love it💜💜🌼 ....!",4,"https://images-na.ssl-images-amazon.com/images/I/61SjAKsTZlL.jpg
https://images-na.ssl-images-amazon.com/images/I/715u+GVZH1L.jpg
https://images-na.ssl-images-amazon.com/images/I/71RGnR+ynYL.jpg
https://images-na.ssl-images-amazon.com/images/I/71s04sZiqrL.jpg
https://images-na.ssl-images-amazon.com/images/I/71uoNnzTDHL.jpg",1
"R2WN2BFF1ON7MB","Mukesh Thakur","Nice books","Reviewed in India on 7 November 2021","Good book",4,"",0
"R2998HA3JULHMV","Abhijit Sawant","The book is all about, Living life at it's fullest, The author given secretes of longitivtiy of life by carefully interviewing and considering points mentioned by people of Japan especially island of Okinawa where life expectancy is high considering the the people on world. Lot of incredible insights, which we know however not focusing on our daily life. Good read and definitely understand why Japanese are way ahead in time.","Reviewed in India on 4 April 2021","Finding a purpose to you life!",5,"",0
"R1JPO1BUZ7L0SL","PB","5 Star is only for the book, 3 star for the price.It's a cute little book with lots of facts and reality of this world, I felt very good after reading this book, this book let you explore many aspects of life and tell you what is necessary in your life and what is not, It's a great book, worth buying,but it's price dropped after I bought it, I am disappointed about that.I hope my review will help.","Reviewed in India on 24 December 2020","Explore other sites too because of price variance.",5,"https://images-na.ssl-images-amazon.com/images/I/81TINWm+PgL.jpg
https://images-na.ssl-images-amazon.com/images/I/81VFI8xpC9L.jpg
https://images-na.ssl-images-amazon.com/images/I/81tIMd92X6L.jpg
https://images-na.ssl-images-amazon.com/images/I/81ysG8yH8qL.jpg",0
"R3P5M28EN6F9A4","Mohanakrishnan","Good book. Hard cover texture is really cosy. Paper quality is good.","Reviewed in India on 31 January 2022","A book to read and try to live a healthy lifeste.",5,"",0
"RK6TEMCR0HA9S","Sivachandra Vogeti","Japanese have a different life style altogether. Nothing great. Can't use that everywhere. Having IKIGAI is good. I thought there would be some steps mentioned in the book. But ultimately it shows only what IKIGAI is. No one wants that.","Reviewed in India on 29 November 2021","It's Japanese way of living. Nothing really new",3,"",0
"RDRMLSM55O806","Gaurav Kumar","One of the best self help books for meaningful life. Author suggested more healthy and blissful way to live. As a young reader it will help me make sound decisions in terms of life goals. Thankyou","Reviewed in India on 24 October 2021","Nice read, a blissful experience",5,"",0
"R3AYOVTQS81P9U","Kindle Customer","I would highly recommend this book to anyone who needs their thoughts to be sorted out.Also, it gives an insight about Japenese style of living.","Reviewed in India on 16 December 2021","A great book. Though there was nothing new what it has been saying but refreshing.",5,"",0
"RXHFPT9YSRRC4","Deepika","""Secret to Long & Happy Life"" gives the clear picture of longevity, find a purpose to life.I liked the way they have explained how to consider life, the diet structure, excercise, how to love in the present and many more things which all of us should know.I would recommend this book to anyone who wants to enjoy longevity, happy life and want self help to lead the life...","Reviewed in India on 17 February 2021","Concept of Longevity",5,"",0
"R39YLYHHVQDVNY","Malyasree","I liked the hard binding of the book. The pages are printed very well.","Reviewed in India on 3 September 2021","Good book for self help",4,"",0
"R3AD9H2VVS5624","ANAND","Great book. Was in my reading-list for a long time and finally I did. Got in hard-cover. Binding and page quality also very good. If your read, do a self analysis after that. If you find your ikigai and/or can implement some of the things suggestee in your daily life. Its a success.","Reviewed in India on 20 June 2021","A must read. I found my ikigai.",5,"",0
"R1ONI4EZBD0INX","Priya","I ordered this book accordingly but what a fortunate thing to happen.. It's a worth reading book.","Reviewed in India on 17 August 2021","Nice book",4,"",0
"R9QKEJ2YWOR4L","Susheil","Not a cheap one. Both the cover and pages are of high quality. May be an imported book. Worth 5 star.","Reviewed in India on 28 December 2021","Quality item",5,"",0
"RWJMFDAAD5EZE","Manoj Maurya","Na","Reviewed in India on 11 February 2022","NA",5,"",0
"R2C6GJKTMRTTIE","Prem Sagar","Have to say these methods are timeless and will help at ever corner of life","Reviewed in India on 14 January 2022","Fresh to this day",5,"",1
"R2JP2SX9GEQTGO","Shreyas","+ Daily movement that is needed.+ Food and lifestyle in a general overview.+ Well written with good examples of people.+ A guide to a healthy and loveable life.+ A guide to balance work, life and wellbeing of oneself.- Focus on Japanese and comparison with western culture on primary basis.- Not a quick fix to find out what you are looking for. (If that's your intention of this book)","Reviewed in India on 21 December 2020","Useful and good read, very helpful to live till 100! (If you want to get that far)",5,"",0
"RRBO71G5CTIBR","Amazon Customer","Book is amazing everyone should read who thinks that he or she in not happy with their life.","Reviewed in India on 3 August 2021","Purpose solved!!",4,"",0
"R2VJ4QLTLN4R1N","Bagwe_G","Although the cover was little crumpled on the edge but then apart from that the book is not at all heavy which is why I find it portable.There are some books I have had similar to this book size and when I used to carry them for a little longer period it would numb my hand.It's not in this case.The print is good enough.","Reviewed in India on 26 October 2020","Less weight but high values fself-help",4,"https://images-na.ssl-images-amazon.com/images/I/71VWi35ELVL.jpg
https://images-na.ssl-images-amazon.com/images/I/81LvCdNcSAL.jpg",0
"R3GBWT6SM81REI","Samprita","Some how this book helped me to change few of my habits.","Reviewed in India on 6 September 2021","Self help book",4,"https://m.media-amazon.com/images/I/A1604P1K4ML.jpg
https://m.media-amazon.com/images/I/B1CUKmuG+TS.jpg",0
"R1J7YP8BDQS4XP","Hemanta Mondal","Worth reading..yet to finish","Reviewed in India on 4 February 2022","Great book",5,"",0
"R353MEFFMHYAY8","Short of a Century","The book does a decent job of relating the concept of Ikigai to modern day psychology (with Frankl's Logotherapy from Man's Search for Meaning among others) and a few scientific references in a simple manner. It talks about how purpose plays an important role in a man's life and the different ways in which it manifests itself. It also tackles some ways to 'find your flow' and ensure that what you do receives 100% of your attention and that you enjoy whatever you are creating.The book also discusses certain other Japanese concepts like takumi (specialized workers) and moai (connections with community or friend-circle). The brief discussions have the benefit of being to the point and simple but also pose the risk of trivializing them into regular self-help advice. The book also delves into Japanese perspectives on living life and persevering without getting caught up in artificially-created urgency. But again, maybe the authors wished for the readers to research more or meditate more on the content given the concise treatment of the same.The chapters on diet and exercises have more details and thus, may be more useful. Certain foods are dealt with in greater detail as is the concept of 'hara hachi bu' wherein one eats only 80% of what would actually assuage his hunger. The chapter on exercises includes illustrations and steps. While they may suffice for some of the purposes mentioned in the book - the philosophy behind them, progressive increments and other essential details are missing or insufficient.I was interested in the concept of Ikigai and wanted to read more about it. Despite being well-written and presenting modern applications, the book did not fulfill my requirements at all. Some of the condensed content made me think that the extended research, including on-site interviews, done by the authors for writing this book was clearly lost in translation or presentation in certain parts.The hardcover is pretty and soothing with its matte texture. Inner pages are smooth and heavy with a cream tinge. The font size is good. The spine as well as pages hold up well. Overall, the book is quite light and sturdy. Bought it for INR 460 against MRP of INR 499.","Reviewed in India on 12 October 2018","Simple & Light Reading. May Disappoint - Dependent on Reader's Expectation.",3,"https://images-na.ssl-images-amazon.com/images/I/71+tJMylj6L.jpg
https://images-na.ssl-images-amazon.com/images/I/71Dlgk6JBCL.jpg
https://images-na.ssl-images-amazon.com/images/I/71qrpgwAzOL.jpg","905"
"R3D1Q0LX460Z25","Arun S","A book that everyone need to read atleast once. It give valueable insights into life and is not a heavy philospihical book,But a coffee table read.","Reviewed in India on 18 June 2021","A must read!",4,"",0
"R2GF8W4CJLNKSY","Anand M","A must read book of simple language for layman","Reviewed in India on 25 January 2022","Must read",5,"",1
"R27S1Q5GY30Y8D","Preethi","Nice book, worth reading.  Finding your ikigai gives you a different dimension to look at life. Find one.. enjoy reading.","Reviewed in India on 17 July 2021","Must read to know your ikigai",4,"",0
"R1VE34KI2CIY9P","Read with Taran","Ikigai is a Japanese concept that means your 'reason for being. ' 'Iki' in Japanese means 'life,' and 'gai' describes value or worth.The book Ikigai is all about finding your life's purpose. It is about striking the balance between passion, profession, mission and vocation. This in turn leads to happiness and longevity. In many ways I felt the book reaffirms our learnings from Viktor Frankl's Man's Search For Meaning. Somehow, I felt the latter part of the book can be skipped as it is a jumble of things we come across in various other books. Even though the book in many places is redundant and repetitive, it has many nice takeaways from it.Of these I loved the Ten Rules of Ikigai which pretty much summarize the Ikigai way of life:☑️Stay active.☑️Don't retire☑️Take it slow☑️Get in shape☑️Live in the moment☑️Reconnect with nature☑️ Smile☑️Surround yourself with good friends☑️Give thanks☑️Follow your Ikigai","Reviewed in India on 8 October 2022","Nice but goes astray from the objective",4,"https://m.media-amazon.com/images/I/61yP+ftOlbL.jpg",0
"RGJYWBAZERZY3","Renuka Dabhadkar"," Must read","Reviewed in India on 21 March 2022","Awesome book",5,"",0
"REG0U7U9JH2VT","Avijit","The book has interesting insight out of which a lot I already knew and implement some of the parts but some other parts are not agreeable like (Spoiler): to work all the time to find Ikigai may sound good but this is in conflict with stress and health issues. Even if you love something to do but if you do it all the time it can't be good for your health. A balance would be better.","Reviewed in India on 25 August 2020","Interesting insight",4,"",0
"RVCULN31UM5U9","harishos","Thanks amazon.hardcover is nice.I like the book very much.Longetivity,flow and passion.the author well portrayed the way of happy life of japanese.","Reviewed in India on 21 December 2021","Do ikigai right now.",5,"",0
"R2JXHOO4WIYT3D","Leena Thakur","Gives an insight to live a long and healthy life through others experience.So technically a factual book. Nothing really creative, but a lot of learning through facts. Focus is on living long, content and healthy life.  It's a kind of data book. Nothing is there to excite the reader, but definitely to make person think how people managed to live a really long life.","Reviewed in India on 29 November 2020","To live a long, content, and healthy life.",4,"",0
"R2288EKBV58HGG","Sahana","Although, this book goes on about the same thing in depth throughout, it is still an important message that it is trying to convey. This is a life changing concept to live by and I realised that I found my ikigai as I got the book (such coincidence!) and this is something I am glad I did not miss at this point of my life <3","Reviewed in India on 20 March 2021","Not to miss!",5,"https://images-na.ssl-images-amazon.com/images/I/81EtX5A9dPL.jpg
https://images-na.ssl-images-amazon.com/images/I/B1RxNZSZ7gS.jpg",0
"R2BROPB2V3IB30","निश् पांचाल"," For my brother, Aitor, who's said to me more often than anyone else, ""I don't know what to do with my life.""-HECTOR GARCIAfor all my past, present, and future, for being my home and my motivation along the way. -FRANCESC MIRALLES","Reviewed in India on 10 October 2021","IKIGAI:Only staying active will make you want to live a hundred years 💯",5,"",0
"R12FAUTNZ5U5MZ","Kajal Tripathi"," This is the original but pricey as I got it for rs 500.It is hard bounded and good to hold light weight,  but cover is so light coloured that it get dirty very easily . 190 pgs approx, good read and very easy language . Overall good . I'm reviewing this book after one year . So bare with the appearance of the book 🤞🤭","Reviewed in India on 16 July 2021","Good and genuine but pricey",5,"https://images-na.ssl-images-amazon.com/images/I/C1o6ctRCItS.jpg",0
"RNUWMUFIWK5PY","ashish t.","It touches the nature and wisdom of health. Simple write ups are wonderful while understanding Ikigai secrets which tells more about living the life.","Reviewed in India on 27 November 2021","Great Learning",5,"",0
"R1N45BP5MEX6JQ","Sarvesh","Not so satisfied with conditions this was delivered. Hardcover was bit damaged corners. Print on cover was not appropriate and seems duplicate. Well not mentioning quality contents of this book as you can get reviews from appropriate sources.","Reviewed in India on 10 November 2021","Not satisfied with packaging and transit quality to handle book.",3,"",0
"R3HJ92TZUVDSA5","vipin shukla","The cover of the book was dirty when i received the order","Reviewed in India on 23 January 2022","Dirty cover",3,"https://m.media-amazon.com/images/I/71HEkiHVmVL.jpg",0
"R1HTL4NB699VRO","Jenick","Very informative about life lessons. Makes you spiritually literate of who you are and why you are? Highly recommended! Read it to find out more! The hard cover feels expensive and needs special care. Gets dirty easily and is tricky to clean. The cover especially is very sensitive to water and dust.","Reviewed in India on 19 June 2021","Inner peace.",5,"https://images-na.ssl-images-amazon.com/images/I/C1JCU9I9NuS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1V4-iMVqnS.jpg",0
"R2F34DXYV5T50X","Ómpríyá naik","This is one of the best books i ever read.  The cover of the book is so attractive and beautiful.  Life is always a story where you fail and try to learn how to live and love. This book will make you understand that, you can overcome a lots of things specially sadness and find the ikigai inside you.  You have to let go some things and become happy again. Ikigai: a secret or a reason to become happy.","Reviewed in India on 30 September 2020","If you have failed then, this book will surely teach you how to live again.",5,"https://images-na.ssl-images-amazon.com/images/I/81yxEKMHqeL.jpg",1
"RC9KGQ1SUOPIW","D.Kamalakannan","Lots of things that helps for a longer life, from purpose to food habits to society.","Reviewed in India on 1 January 2022","Purpose of life",5,"https://m.media-amazon.com/images/I/51h2GKjDzhL.jpg",0
"R2MZL2IJLFQCBU","biswajit borah","We are always in search of a happy life. What not we do? If we run after money for today, the very next day we pray our destiny and the next day we again join the rat race. Unfortunately, our own activities are only responsible to make the life a complex one, which is, actually, very easy to deal.The book helps to find this easy way to handle our life that only received for once only. Teach us the natural way to handle our so called problems in life.","Reviewed in India on 3 August 2020","Natural way for a happy life",5,"",0
"R1D95FBC1NZLAH","Nilava Chakraborty","This is for you if you're stuck between a conflict or can say a babble in your head. This book talks about the famous belief called ikigai... Must read to improve your life","Reviewed in India on 10 April 2021","Must read for life lessons to lead a happy and a healthy life",4,"https://images-na.ssl-images-amazon.com/images/I/C1L92KECpxS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1e2dGPJtwS.jpg",0
"R2201DFMRHY4YB","Sunil Padmanabhan","Good read . The book is all about following your passion, the benefits you  get by doing so. Provides some good real life examples on the benefits of doing what you love including a longer life free of any sort of ailments. it would have been a better read if the author could have included some pages/chapters on finding ones passion and some in-depth approach on this.","Reviewed in India on 4 September 2020","Good read,mostly on the benefits of following your passion......a good addition to your collection",4,"",0
"ROXN23YNZQQ3X","Priya ","Good","Reviewed in India on 1 October 2021","Good",4,"",0
"RIMYLHIHCQX6T","Pragya P.","This is what each one of use need to read. The book is fabulous and talks about things that are not common in the books of this genre. It's mire like help yourself if you feel you're not aware where you're headed. The hard bind is great. The packing was also great. Totally recommend reading it at least once in your lifetime. Totally worth the money.","Reviewed in India on 12 January 2021","Worth the money",5,"https://images-na.ssl-images-amazon.com/images/I/91bO26DIpaL.jpg
https://images-na.ssl-images-amazon.com/images/I/91u-d1APgfL.jpg",0
"RIM0DTZ8XK17B","SnoopyDa","A cleverly marketed book with a catchy cover that opens your pocket easily...But having read it, i must say that the content and the treatment of the theme or subject is very shallow. For a naive reader the material may appear nice with a diverse variety of Japanese terms sprinkeled all over. References to a whole lot of thinkers, writers adds to the charm.But the whole plot falls apart when it leaves youbwanting for more. This book is like a buffet of tiny little dishes from multiple cuisines. You get to sample them but thats it.Some examples cited are also ridiculous, for instance, the authir says that for years after the 2011 Tsunami that devastated Japan, the market boomed for Japanese construction companies. That according to the author makes those companies ""anti-fragile"", meaning something that gets stronger when harmed.  I dont get it at all. The tsunami did no direct harm to the construction companies so one is unable to appreciate how they got stronger after the calamity.If an occasional sprinkle of terms like Wabi-Sabi, Ichi-go, Ichi-e, hari-hachi-bu, mabui, tai chi, qigong and so on excite you - pick it up.The book really leaves you craving for more, an experience like when you order a full meal but are served small portions as if it was a side dish.","Reviewed in India on 12 November 2019","Very shallow content",3,"",1
"R1BKI9FAL4M4AT","Amazon Customer","A nice book to know more facts on healthy, happy and long life. I would strongly recommend this book. .","Reviewed in India on 26 June 2021","Must read",4,"",0
"R3EXB5DJM0QN42","Vaishali Bhuyan","The novel was immensely motivational. I personally enjoyed it a lot. It did inspire me to a huge extent. I absolutely loved it.","Reviewed in India on 22 November 2021","Truly an inspirational novel",5,"",0
"R1NM51DYO9X6HR","Soumya Chandan Panda","Must read book once in a lifetime if you are a human being. This book brings out what life is all about really and what all you are missing in this beautiful life …. I have read the book nearly 3 times since I got it","Reviewed in India on 4 July 2021","Life Changing book",5,"",0
"R3F108F0ELTN9D","V RAMASUBRAMANIAN","Living the life as it takes you is not a way of life , one has to live happy smile healthy eat less and never retire amazing concept be anti fragile , a must read for all ages .","Reviewed in India on 21 August 2021","Amazing read",5,"",0
"R3DWQ3NRGZV8HF","Manmohit singh","i brought this book as gift for my sister. i am not happy with the condition, it has scratches and colours marks plus oil mark on the back","Reviewed in India on 16 September 2022","very disappointed",1,"https://m.media-amazon.com/images/I/617njky9BHL.jpg
https://m.media-amazon.com/images/I/61L8e5SXkKL.jpg",0
"R274URJ2WRC6Y2","Naresh Parmar","Just pick it up a must read for everyone","Reviewed in India on 15 January 2022","Awesome book must read",5,"https://m.media-amazon.com/images/I/71DHWZckJsL.jpg
https://m.media-amazon.com/images/I/71LSKy75j-L.jpg
https://m.media-amazon.com/images/I/71N4uZpiWTL.jpg
https://m.media-amazon.com/images/I/81Abx5jCzML.jpg",1
"R1GDXARGNDEVYO","Ram S.","I got this book on time... and very happy coz there was no damage... also the book is very good must read I honestly loved it very much I'll give this book 5⭐","Reviewed in India on 1 October 2021","Must read this book",5,"",0
"R2C4PQGDGDG4U5","Prabhuram V M","Sound effect is good but I can’t able to use left side alone I have to use both but in Apple IPod I can use individual headphone.","Reviewed in India on 28 April 2021","Bose wireless headphone",4,"",0
"R14JPZYMUHIBTC","Mohammad Yahya Khan","The people of Japan believe that everyone has an ikigai – a reason to jump out of bed each morning. And according to the residents of the Japanese island of Okinawa – the world’s longest-living people – finding it is the key to a longer and more fulfilled life. Inspiring and comforting, this book will give you the life-changing tools to uncover your personal ikigai. It will show you how to leave urgency behind, find your purpose, nurture friendships and throw yourself into your passions.","Reviewed in India on 31 July 2020","Ikigai: The Japanese secret to a long and happy life 💓",5,"https://images-na.ssl-images-amazon.com/images/I/71dlxqroVsL.jpg",1
"R3CH2ZQ1J85IRU","Vinayak Khavare","I'd just mention quote in this book - ""You may grow old and trembling in your anatomies, you may lie awake at night listening to the disorder of your veins, you may miss your only love, you may see the world about you devastated by evil lunatics, or know your honour trampled in the sewers of baser minds. There is only one thing for it then—to learn. Learn why the world wags and what wags it. That is the only thing which the mind can never exhaust, never alienate, never be tortured by, never fear or distrust, and never dream of regretting.”","Reviewed in India on 24 March 2020","Amazing book",5,"",0
"R3CGDOIGK0U7HZ","Yash Vardhan Singh","Must read book if you know how to live longer and physically fit . Book tell you about how Japanese live longer.","Reviewed in India on 19 November 2021","Good book",5,"",0
"R20DSNA1NB7EB1","YOUR STATIONERY HOUSE","good","Reviewed in India on 26 January 2022","good",5,"",0
"R11QZVPXALN998","Samveg Sharma","This book combines importance of physical, mental and spiritual well being. It gives a fresh perspective to live a fulfilling life. Short and effective book. I would recommend it to those who are demotivate, bored, pessimistic in life. But, it is also good for the happy ones still searching for a higher purpose.","Reviewed in India on 1 December 2020","Reminder of what to do, find own path.",4,"",0
"RD4MM8ELI5WVN","Rajesh Kumar Pandey","I just came across this peculiar title and got my attention. It was a blessing to get this book as I kept reading and unfolding the pages on and on...  It really helps to internalise thinking and helps to get & think deeper to discover the purpose of life... I am in the process of finding mine ....","Reviewed in India on 25 February 2021","ikigai a book meant to transform Life",5,"","2"
"RVYQ18KJIF0FC","Varun Agarwal","This book is just amazing. Request everyone to buy one and read it. Amazing paper quality....","Reviewed in India on 11 December 2021","Speachless",5,"",0
"R2IWBZU4B5QCKE","K R.","How we can pursue our life. What to do for a long and happy life. What is the importance of social life and good health. How to follow our ikigai and what is it for me. Find it out and live it. You will enjoy it. Keep on reading and your mind will get a broad thinking prospect.","Reviewed in India on 23 February 2021","Beautiful lesson.",5,"",0
"R7HZYXQB2K9T1","Priyanka ","I liked everything in this book especially with the examples of people opinions and life style very good effort by the author looking forward for more books wish u all the best ahead","Reviewed in India on 20 September 2021","Purpose of life , happy,and healthy",5,"",0
"R1IZBBVKUAW7OW","Ayush","A little overpriced the the quality is really good","Reviewed in India on 3 January 2022","Great product",5,"",0
"R17QV6F8R7V3CJ","nitaA61K","Must read if you want to calm down a little in this fast world.","Reviewed in India on 15 December 2021","Amazing",5,"",0
"R3D7KPFUJ1DR6Y","Amazon Customer","This book has some amazing content on how to live a longer life wherein one is content with simple things.The crux of the book is to find one's Ikigai which drives him/her to live longer. Also, some lifestyle changes would be required.There are examples of various centenarians with their experiences.Packed with lot of simple to follow rules, worth every penny and every second you spend on this book","Reviewed in India on 22 August 2020","Life Changing Book",5,"https://images-na.ssl-images-amazon.com/images/I/71GTCY5Ul3L.jpg
https://images-na.ssl-images-amazon.com/images/I/71na+-a5ZCL.jpg
https://images-na.ssl-images-amazon.com/images/I/71w6WXO2MUL.jpg",0
"R2SMQNQJISZIC3","Vishnu","Its a good read foe beginner","Reviewed in India on 26 August 2021","Good read for beginners",4,"",0
"R2Y1WV79R0K6QJ","Samana","One of the best books I've read in recent times. There is no unnecessary information, it is clear and to the point.","Reviewed in India on 30 May 2021","One of the best books I've read!",4,"",0
"R2LF9J76V00NQH","Sandika awale","Best books for today's young one. How to focus on your goal, stop multitasking, you should control by yourself not technology.","Reviewed in India on 5 June 2021","Be yourself, your happiness & long life always with you.",4,"",0
"R1WLW53DGFGNN","Aman pal","Awesome","Reviewed in India on 23 January 2022","Self Growth",5,"",1
"R1WS7SVT8HCAW0","Puneet","Nice and meaning full topics in this book. Some life problems solution are available in this bookI think the deserve 5 star rating.I really consider this book all my loved ones","Reviewed in India on 18 September 2021","The Mantra of life",5,"",0
"R2TMT0LICH1CWQ","Hari vijay","This is book is so good, the things this books keeps in front of us are the things we already faced, this book is a compilation of dos and donts of our life, must read.","Reviewed in India on 26 August 2021","The book is good.",5,"https://m.media-amazon.com/images/I/C1a3CybltKS.jpg",0
"REQTW8OXGSYPO","Aayu Bajaj- @paintinbooks","Ikigai- A highly recommended book with a beautiful cover and content worth its salt!This self help book talks about Inhabitants of an island named Okinawa in Japan who live longer than people anywhere else in the world. A guide to finding your “Ikigai- a purpose of living”, this short one-day read will definitely give you a lot of ideas and motivate you to live a long and happy life.A perfect read to take some inspiration at the unprecedented times like these!","Reviewed in India on 5 July 2020","A perfect read to take some inspiration at the unprecedented times like these!",5,"",1
"R3KI7CYENP5AOZ","Unnikrishnan","High quality pages and print. perfect for buying. loved it","Reviewed in India on 4 August 2021","worth buying. packaging was awesome.",4,"",0
"R2I6LGMHKZDQSI","Rajesh Soni","this book is very nice and calming , its worth every penny","Reviewed in India on 24 December 2021","a very nice book",5,"",0
"R26GWEF7MRT6I7","Amol Chavan","This book talks about finding meaning and purpose in life, although most of the points discussed are already known to most, they are backed with scientific evidences and real life examples. This book is a good refresher, to consciously inculcate the learning’s in our day to day lives.","Reviewed in India on 18 December 2020","A different perspective towards leading a meaningful life",4,"",0
"R109JWLKXDNU66","Amazon Customer","I love the book especially the texture of the cover. I love the font and the size of the book(compact). I just did not get the bookmarker that I love while getting books from Amazon.","Reviewed in India on 1 October 2021","I love the book, just did not get the bookmarker that I love while getting books from Amazon.",3,"",0
"RZL2DTNOHJR4Z","Kindle Customer","I could finish reading the book without losing interest though I read it in parts over a long timeI only did not like the detailed explanation of various exercises","Reviewed in India on 17 March 2021","Found my Ikigai",4,"",0
"R1D7F87AUC4DOU","Prathiksha katari p","A good book for those who are not known to meditative living . They can choose these simple books and later get advanced in meditation . The book explains about productivity , longetivity and vital essential activities required to live a long life with good health . The main focus is to understand not to rush but by gentle way of long run . Excellent points covered though and few points can be practically implemented . Recommended for beginners .","Reviewed in India on 13 February 2020","Good start for beginners",4,"",0
"RJKG1HDX8DZTW","Akansha rathore",,"Reviewed in India on 22 January 2022","😍❤️ Loved it.",5,"https://m.media-amazon.com/images/I/71wpOQ6gyLL.jpg","2"
"RF6ZMTPIIYIYH","NITIN C.","Very good tips for a healthy living","Reviewed in India on 9 January 2022","Good read",5,"",1
"R2YWU1IFR4T5JC","Mukund gamare","I like this book this so awesome this books can change our life if we follow this rules that given in this books ,and this book on japanese method that the japanese people how live long life what routine they follow or some cool tricks","Reviewed in India on 10 June 2021","Book is good🌝",5,"https://images-na.ssl-images-amazon.com/images/I/B19m5NoltKS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1ckmSBtP7S.jpg
https://images-na.ssl-images-amazon.com/images/I/C1HL3zvPOuS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1jDJJAyNOS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1oAxUglIbS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1tz+OUtjyS.jpg",0
"R3C8AI0YZJWNIR","Jayesh","A must read for sure!","Reviewed in India on 7 January 2022","Best book",5,"",0
"R3FVS54AT6ULVM","Remmu","I liked the book. Nice for reading and it gives positive energy.","Reviewed in India on 21 July 2021","Nice book",4,"",0
"RF8I7DZFGP17Z","Pinks@dinassam","Literally a must read ...one of the books If you are looking for self development and improvement. Each chapter has new information to dwell upon, and will help you settle all the wandering thoughts which trouble you.","Reviewed in India on 22 January 2021","Don't skip a single line.",4,"https://images-na.ssl-images-amazon.com/images/I/91SXda2Y9mL.jpg",0
"R14YC1N95YMNBC","Thasneem","It is a light read that would make you feel relaxed and clear your head a bit.It had great pointers on leading a good life which were more like a gentle push to get you going on the path of having a positive perspective in life but not something that would be eye opening or change your way of life altogether.","Reviewed in India on 24 July 2021","A relaxing light read",3,"",0
"RJNOXO85TO0VV","Kindle Customer","Recommend all of the person who think that we can give up our favourite things when we get aged. This book reminds us how to love ourselves and life. We cannot predict 70 years is the life age for the person.","Reviewed in India on 4 July 2021","Awesome book",5,"",0
"R1Z4J7FDPX39JG","srikanth duggineni","It's definitely a worth to read to move in positive direction . This gives glimpses of what kind of lifestyle you and your future generations may need.You may not be ae practice the teachings that are prescribed with the help of descriptions given but definitely motivates you to try your real passion slowly which is amazingly put forward .","Reviewed in India on 2 January 2021","Overview of Most concerned about",5,"",0
"R21QBMXGVCVCZT","Padma","Overall the books is amazing...But there must be one book mark with each book...","Reviewed in India on 24 June 2021","Amazing.",4,"",0
