"id","profileName","text","date","title","rating","images","helpful","Colour"
"R2DP3FT3H91ACN","Nilam kokate","I use this product in my daily life style","Reviewed in India on 7 September 2022","Its very useful in daily life",5,"",0,"Olive Green"
"R3FYFRIB2A6VN2","cskn","Ordered this morning and delivered within 6 hours as promised. Packaging is good. So far experience is very good with the product though sometimes feels the touch to wake up is a bit slow. SpO2 and heart rate measurements looks ok to me; similar values I get from a pulse oximeter. Similar is stress. I am not stressed now and the watch shows Normal range.App download and connection was smooth. Similar with Watch face download and change too. Yet to try sleep tracking.I hope long-term performance too would be great.Update after two days use:So far no performance issues. BPM and SpO2 values in line with pulse oximeter readings. Looks like stress readings are also ok, though I don't know how it is measured. Similar with sleep monitoring.7 Jan 2022. Ordered replacement. The step counter was unreliable, it was not counting all the steps. Some times, after walking 500 steps ( I counted it!), only about 250 steps were added to the total. Sometimes it is very accurate in counting.Got replacement on same day. However, this one too has problem with counting of steps. I think in a day about a thousand steps may not be counted. Will verify again for next couple of days. If not satisfied, planning to return.Other functions are ok.Decided to return as the steps counter is not reliable.","Reviewed in India on 1 January 2022","Thought a Good product",4,"https://m.media-amazon.com/images/I/61hwEKM7g+L.jpg","4","Pitch Black"
"R1QM15178LA9U","Sagar Goswami","I am using it from last month, have to say ""accuracy to hai"". Step count is very accurate and the graphical representation in the watch is the best feature. Heartbeat tracking perform quite well. They have to little bit work on the app UI, other than that everything is ok.If you want something look premium and go with every attire, you can try this product.","Reviewed in India on 10 August 2022","Costly but effective",5,"https://m.media-amazon.com/images/I/71mbOD1a4KL.jpg
https://m.media-amazon.com/images/I/71zJ3Xs39-L.jpg",0,"Deep Blue"
"R3KB7B3856VS2D","SRINIVAS reddy kulkarni"," Nice","Reviewed in India on 7 October 2022",".",5,"",0,"Charcoal Black"
"RSNJCTS0EOPW1","snehal shah","After using 4 month.. battery gone weak ..charging goes rapidly over..","Reviewed in India on 20 August 2022","Battery gone weak",3,"",0,"Pitch Black"
"R8E2XFCUZTQQP","Arjun Biju"," I loved the features they offered in this watch..but the touch screen stopped working a few days ago. I bought this product on march and it has only been 2 months since i bought this. Thankfully my warranty could be claimed and I have registered for it. Let's see if they would fix this thing or give me a new one if it can't be helped.😑","Reviewed in India on 11 May 2022","Touchscreen not working after 2 months of use",4,"",1,"Pitch Black"
"R3B36NUCUJW4X5","Dijo George","SpO2 and Sleep Tracking were inaccurate, and there was unstable connection between the device and the phone. The GPS and Bluetooth must always be turned on, draining your power. I had to restart my phone and gadget for pairing most of the time. Hopefully, subsequent upgrades will address this issue. Battery life is only about two days. however, the fact that charging only takes two hours is a positive. Excellent touch screen and large, high-quality screen. Overall, a quality product for the price range.Score: 3.5/5Edit : The new update fixed the problem with connectivity which i mentioned above..Good work to the developers 👍🏼","Reviewed in India on 2 July 2022","Good Watch",3,"https://m.media-amazon.com/images/I/61YzEabCJxL.jpg",1,"Charcoal Black"
"R2F1X2CUW0IX94","Rijal Kadakia","Look is elegant. Performance in term of battery storage could have been better, currently it lasts for 5 days.","Reviewed in India on 31 August 2022","Elegance, quality is good.",5,"",0,"Pitch Black"
"R1EOKBXVVVBYV0","Umesh","I don’t have much to say about it. Overall a good watch.","Reviewed in India on 6 September 2022","It is a good product",5,"",0,"Pitch Black"
"R2WIDPTNZIWAM3","Harsh Dwivedi","Overall are good but Battery back up is not good only for 3 days .","Reviewed in India on 16 August 2022","Battery back up",3,"",0,"Charcoal Black"
"R26CXN6DT9ZUJ4","Ladu Ram","I used since last one month and I m satisfied with this product","Reviewed in India on 3 September 2022","Good",5,"",0,"Pitch Black"
"RUEITVRPON9ES","Ranjeet Pandey","Good for health track","Reviewed in India on 5 July 2022","Good",4,"",0,"Pitch Black"
"R1P2K08W3C1I89","Anjali Rawat","Must buy","Reviewed in India on 6 July 2022","Must buy❤️",4,"",0,"Pitch Black"
"R3FR3D97MDAKPY","Piyush Bhanushali","Battery drain issues within 5 months. As it was within the warranty period, after submission of the watch at the service centre it was replaced and delivered at home address.","Reviewed in India on 6 July 2022","Good after sales service",4,"",0,"Sandy Cream"
"R2UKPLG2YWV2W0","Gufran","Colour built quality","Reviewed in India on 8 July 2022","The over-all look is good olive green look amazing and have bunch of features to explore",4,"",0,"Olive Green"
"R359E3YJ6OOOPN","Harshit Gupta"," Good","Reviewed in India on 8 October 2022","Good",5,"",0,"Sandy Cream"
"RMICTISGX2YWA","Hrishikesh Barman","Heart rate shown here always higher than actual values. Battery backup is low","Reviewed in India on 17 August 2022","Not up to the mark",3,"",0,"Charcoal Black"
"R2HRA788BTQP35","BINAY MANDAL","Good","Reviewed in India on 2 August 2022","Good",4,"",0,"Pitch Black"
"R32VW99ZI0PGD8","Shubham sharma","Good features smartwatch with alexa support at this price range","Reviewed in India on 29 June 2022","Good smartwatch with alexa support",4,"",0,"Sandy Cream"
"R235OMCZDFP1XZ","Nasreen",,"Reviewed in India on 8 July 2022","good",4,"https://m.media-amazon.com/images/I/81Z-BIiR5ZL.jpg",0,"Charcoal Black"
"R2A0I8VFPI2HCH","Athinathan. S.","All of Good","Reviewed in India on 15 September 2022","Like it  very much",5,"",0,"Charcoal Black"
"RQCWI45Y1OETF","Ni","Very nice product with superb customer dealing and packaging","Reviewed in India on 3 July 2022","Superb",4,"",0,"Deep Blue"
"R1MKQN31NS94Y2","K. Ranjit Rongmei","After going through some negative comments, I was in willy-nilly to buy the product. But due to some positive comments I have bought it and now I myself have experienced the reality. Package was excellent and secured. Battery lasts more than 7 days. There was no deflect at all. I bought it on 28th July. I am fully satisfied till today. Tried once in indoor walk, reading was also accurate.","Reviewed in India on 8 August 2022","Looks & design",5,"",1,"Pitch Black"
"R3S3FQLC95WQUP","Chetan Verma","Amazing Experience i used this watch more than 15 days and still its battery is 41% ! This shows the good battery life of Boat Smartwatch! 🌟 I order this in just rs. 1999 ! Thanks Amazon for this deal!","Reviewed in India on 22 August 2022","Battery Life Os Damn Good!!",5,"",0,"Charcoal Black"
"R2M20BCK0V0FAP","Sahil Bohra","Battery backup is about 72 hours (3 days).You can only decline the incoming call, answer option is not available. But other features is good.","Reviewed in India on 24 June 2022","Value for money🔥",4,"https://m.media-amazon.com/images/I/51j+poEZ4PL.jpg
https://m.media-amazon.com/images/I/51yxep5k0+L.jpg",0,"Charcoal Black"
"R3EBV0F3FJHVYL","Taniya Jeena","Awesome watch","Reviewed in India on 13 September 2022","Xtend watch",5,"",0,"Olive Green"
"RZ5W0N227WFWE","Harshitha","Spo2 is not working.battery is good.","Reviewed in India on 18 August 2022","Bellow average",3,"",0,"Pitch Black"
"R2PR5V6MGGPN0I","Ansh prajapati",,"Reviewed in India on 15 September 2022","Very nice watch ⌚ and feel best.",5,"https://m.media-amazon.com/images/I/613M0dY2SCL.jpg",0,"Charcoal Black"
"R234NSI89BI6O2","Isha Heera Singh","It's an awesome watch.. really worth it.","Reviewed in India on 7 September 2022","Great purchase!",5,"",0,"Pitch Black"
"RUYJLF2W5DB91","Amit Bandekar","It is an fabulous watch.It's battery 🔋 life is so good .It measures everything quickly. That was my review","Reviewed in India on 3 September 2022","Most fabulous watch",5,"",0,"Charcoal Black"
"RYMA5JLKNDXVJ","Chanchal Thakur","improve the UI and some features aren't accurate","Reviewed in India on 17 August 2022","Performance is not as expected",3,"",0,"Pitch Black"
"RTLHOXA0NUFYM","Ranjith","Good","Reviewed in India on 12 September 2022","Review",5,"",0,"Deep Blue"
"R2EQVX0DM7YEWY","Kavita patil","Good Product","Reviewed in India on 15 September 2022","Good product",5,"",0,"Charcoal Black"
"R1DTLNK8ORFI9D","Shreyas","The first thing is that the watch looks very premium as having a big display and curved sides, the UI is also very good and easy to use, the screen animations could be more smooth, it feels laggy something and looks like it's dropping FPS, overall it is a really very good and value to money smart watch, you can definitely consider it to buy","Reviewed in India on 11 May 2022","Amazing Product",4,"",0,"Olive Green"
"R28SODEGZSL7Y5","Amazon Customer","Good","Reviewed in India on 25 August 2022","Good",3,"",0,"Pitch Black"
"R1NB5PUIV5PZU8","Rukmini diddi","No acurracy in any feature..1)It just count night sleep hours,not a daytime sleeping hours.2)when I travel 10hrs it counts steps.3)Find my phone feature doesn't work,if your watch not connected to mobile.If bymistake you turned off Bluetooth, then feature us useless.4)Google fit 8000 steps, watch count shows 7k+ steps.5)Stress level indicates inaccurate.If you are normal ,it shows high stress.Non-refundable product.I returned this product 3 times.It is good for timer and stopwatch.Quick view of incoming calls,social media message .","Reviewed in India on 12 April 2022","Bad",4,"",0,"Sandy Cream"
"R1R0K3ZPKG9X0O","Kumar chhotelal","Good","Reviewed in India on 5 July 2022","Good",4,"",0,"Pitch Black"
"R3AMF6Q0TKX4GW","rajat patil","Best watch ever in my opinion for this segment i used 4 watches in this budget but this watch is great as ever🥳","Reviewed in India on 24 August 2022","Best watch in this segment🤓",5,"https://m.media-amazon.com/images/I/71eU8aSQamL.jpg",0,"Deep Blue"
"RXXAWMTZW99IP","Uday Chauhan","Very good","Reviewed in India on 4 July 2022","Good",4,"",0,"Pitch Black"
"R1S91JH0PAAWL7","Madhuresh baghel","Best","Reviewed in India on 11 September 2022","Best",5,"",0,"Pitch Black"
"R1PGPXDKSOHAUL","Jaya","Nice","Reviewed in India on 8 July 2022","Nice one",4,"",0,"Sandy Cream"
"RPVLTFQ6TI1C7","Kasturi das"," Nice product 👍","Reviewed in India on 30 September 2022","Very nice product 👍",5,"https://m.media-amazon.com/images/I/71XMPfwvDdL.jpg",0,"Sandy Cream"
"R284G1CU5PJ24J","Dinesh sharma","Osm","Reviewed in India on 15 September 2022","Really osm product",5,"https://m.media-amazon.com/images/I/81LIodD-KKL.jpg
https://m.media-amazon.com/images/I/81n63FM7ahL.jpg",0,"Charcoal Black"
"R17FEHYTJBAVWN","KITTU","Good product better battery life super solid build quality much faster","Reviewed in India on 5 September 2022","I never expect.. Too good",5,"",0,"Pitch Black"
"R93FJRQZFSNUR","SIDDHESH","Definitely can buy the watch around 2.1k to 2.5k. Overall very nice wath. Tried pitch black color. Only update is little complicated. IF YOU GET ERROR OR STUCKED OR BROKEN SCREEN THEN TRY CONNECTING AND DOING THROUGH DIFFERENT DEVICE/PHONE. In my case it worked from different mobile. USING Mobile Data.","Reviewed in India on 14 August 2022","Overall best watch.. Just update is complicated",5,"https://m.media-amazon.com/images/I/616jRjp+5KL.jpg
https://m.media-amazon.com/images/I/61G13XWK93L.jpg
https://m.media-amazon.com/images/I/61Uar7KeJvL.jpg
https://m.media-amazon.com/images/I/71DBzxLtiBL.jpg
https://m.media-amazon.com/images/I/81FiNFLN6HL.jpg",0,"Pitch Black"
"RHQL61DH9IBPE","Amazon Customer","It has good motion sensors, tracking of steps features, calories burnt, heart beats per minute, stress level check,oxygen level check etc and it looks good too.Over all a good smart watch to have","Reviewed in India on 12 June 2022","Good smartwatch within budget",4,"https://m.media-amazon.com/images/I/61kbqUFdZOL.jpg
https://m.media-amazon.com/images/I/716gdk1yaBL.jpg",0,"Charcoal Black"
"R1BPABI6Y14B8Z","Surajit Mondal","Last week, i bought the boar xtend watch. Delivery was super quick and received the product the same day of ordering. After using it for couple of days here is my take on it:1. Large display, touch is good, lot of watch faces available.2. Notifications for calls and SMS working fine.3. BPM monitor is sensitive and accuracy is good.4. Stress monitor is pretty accurate.5. SpO2 (blood oxygen ) monitor is not very accurate.6. Number of steps done is accurate.7. The App on android (which i am good) is pretty good.8. After 3-4 weeks of usage i the Battery backup is about 3 days with usage of all functionalities (like BPM, stress monitor etc)  multiple times in a day.9. I have not used the seep tracking so cannot really give a feedback on that function.Overally satisfied with the product, the battery backup could have been better.","Reviewed in India on 16 February 2022","Good product at the pricepoint.",4,"",0,"Pitch Black"
"RGSFAZX3JWNX3","Rishi M.","Nice watch","Reviewed in India on 13 September 2022","Good to have in this price segment",5,"",0,"Sandy Cream"
"RO93EQJA7OHQ1","Saumya Joshi","Amazing watch in this price","Reviewed in India on 11 September 2022","This watch is a wow😍",5,"",0,"Sandy Cream"
"R2AVJB4973XZRJ","M Goswami","I bought this boat smartwatch last year in the month of August and it’s not even an year and the charging cable already stopped working. Total disappointed with boat. Now if I go to buy this cable it takes around 700 rupees!","Reviewed in India on 30 May 2022","Smartwatch charging cable stopped working",4,"",0,"Sandy Cream"
"R31U5J1Z7FZ828","Ejaj Attar"," Display amd strap is good.But has memory to  save only 7 faces.","Reviewed in India on 19 September 2022","Worth the cost",5,"",0,"Olive Green"
"R2EK1Z3QOR9ZO","Amazon Customer","Good item. Accurate measurements.","Reviewed in India on 2 July 2022","Good.",4,"",0,"Charcoal Black"
"R1O9IK2WE0W52I","Patel Bhavesh","Strap brake from joint of watch body","Reviewed in India on 6 September 2022","watch strap teared",5,"https://m.media-amazon.com/images/I/619m6ejCjDL.jpg
https://m.media-amazon.com/images/I/61zDEXVyH2L.jpg",0,"Pitch Black"
"R37Q7J76KL7EFX","Baishali Reang",,"Reviewed in India on 12 September 2022","Very good watch happy to buy this product",5,"https://m.media-amazon.com/images/I/61od4x86g9L.jpg",0,"Charcoal Black"
"R7D4UJ86BGJBC","Chirag Verma","Value for money and it gives you various readings like heart rate...calories burn..steps taken etc during workouts and without workouts as well plus the battery stays long","Reviewed in India on 15 June 2022","Value for Money",4,"",0,"Pitch Black"
"R2FEPZV67WKP2Z","Prudvi","Really happy with performance of product","Reviewed in India on 9 September 2022","Nice product",5,"",0,"Sandy Cream"
"R4TVICPQ441RE","Dhruvdiwan","I am using this this watch for last 3 months, It is the best Budget Smartwatch in the market.Pros:1. Lot more features at very reasonable price.2. Inbuilt Amazon Alexa.3. Sleep tracking and Sports Record features are fantastic.4. Lot of Watchfaces.Cons:1. Slow UI.2. No calling features.3. No Speaker.4. Cannot click photos using smartwatch.Overall, it is best Smartwatch in this price band, So I'll Highly recommend it.","Reviewed in India on 24 April 2022","Best Budget Smartwatch, Slow UI, Decent Quality, Amazon Alexa",4,"",0,"Olive Green"
"R10ZYHWL3FT6LN","Mayur Raju Shirsat","High brightness User friendlyGood speedNotification is stylish and very useful Good in look when screen offBattery life is goodWater resistance works well Screen quality is very good😊","Reviewed in India on 1 June 2022","Best of the brand like boAt 😗🖤",4,"https://m.media-amazon.com/images/I/61mUMc3U6RL.jpg
https://m.media-amazon.com/images/I/61oUPVejUCL.jpg
https://m.media-amazon.com/images/I/61wSaPE4jEL.jpg",0,"Charcoal Black"
"R2AGRT1LIAJXI0","sreelesh mithal","Brought for 2699 still one of the best smart phones. Smooth UI and consistent results for health parameters.","Reviewed in India on 18 June 2022","Still the Best smart phone",4,"https://m.media-amazon.com/images/I/61DtHBgYF3L.jpg",0,"Charcoal Black"
"R7EW5CNMUENMZ","RAHUL AGARWAL","It was all really good","Reviewed in India on 29 June 2022","Charger was not available",4,"",0,"Pitch Black"
"R1CMTAUU4EOHP8","Amazon Customer","After  2 months of usage screen touch stopped working. Product given to Authorised service station at Dadar. Still not received it's replacement. When ever I had calle customer care they only says matter is escalated and I will get replacement but till now it's been 3 months nothing came","Reviewed in India on 11 August 2022","Warranty is bad",5,"",0,"Olive Green"
"R7OHA5MUD3VWX","Abhishek kumar","Battery backup is not very good , maximum 7day without using blootooth,With blootooth withstand upto max 3 days","Reviewed in India on 24 June 2022","Battery backup is not very good",4,"",0,"Pitch Black"
"R1L7Z049EKNED8","Coonie Nayak","Solid battery lifeFace galleryGood build. Use this with in alternate to my iwatchSimply awesome! Get your self n extend!","Reviewed in India on 27 August 2022","Great watch @ great price",5,"",0,"Olive Green"
"R299Q1ND5D5AT","Pravin Guptha R","I bought this watch in Amazon sale. I used this watch for more than 1 month.Pros: Battery backup (once full charge is done, I can use it for 2weeks)Cons: Health monitoring apps are not accurate (Step counter)Overall I have good experience.","Reviewed in India on 24 May 2022","Worth to buy",4,"",0,"Olive Green"
"R3HQFOU7KIVJH9","atul","Watch is good , accurate too but sometimes it hangs. It stops working sometimes, but it’s rarely happens…If you are getting this watch for 2000 or 2200 its worth, go for it…..","Reviewed in India on 5 June 2022","I’m happy with this product",4,"",0,"Pitch Black"
"R37IYAYAX4LG","RAJ KUMAR","A Watch Very Carefully .. Nice Parfomns","Reviewed in India on 7 September 2022","Excellent",5,"",0,"Sandy Cream"
"R14EB5MSMQBRIT","Abhishek Pandwar","Good for students who want their pohnes on silent mode always, you can get important notification through this watch.","Reviewed in India on 23 June 2022","Good Product",4,"",0,"Pitch Black"
"R2ELQH46YV6E5W","Snehal Kosarkar","Good product 👍🏻","Reviewed in India on 30 June 2022","BOAT XTEND",4,"https://m.media-amazon.com/images/I/71UGRtMBE4L.jpg",0,"Charcoal Black"
"R1LXCYV2QWB0QL","Anjali joshi","Very nice and comfortable smart watch","Reviewed in India on 8 September 2022","Nice product",5,"https://m.media-amazon.com/images/I/715cDqu+U6L.jpg",0,"Charcoal Black"
"R4NJ0R953S99U","Rinnie","The watch does a good job for tracking calories burnt, step count, sleep, stress. I wish there were more sports mode. The battery lasts for around 3-4 days. The alexa thing never works.","Reviewed in India on 22 August 2022","Does a decent job",5,"https://m.media-amazon.com/images/I/61ae5bks3oL.jpg",0,"Sandy Cream"
"R2RXXEWTOQBV3V","Farooq Ahmad wani","Good to buy battery life excellent","Reviewed in India on 5 September 2022","Excellent product, but no calling options",5,"",0,"Pitch Black"
"R1EJ71WYB8R53D","Aditya Abhishek","Phone connectivity and touch response is soo poor","Reviewed in India on 16 August 2022","Phone connectivity and touch response is soo poor",3,"",0,"Pitch Black"
"R3M3CVAMYSQ1OZ","kalyan bonu","Nice","Reviewed in India on 12 September 2022","Good",5,"https://m.media-amazon.com/images/I/61i9czy2yWL.jpg",0,"Olive Green"
"R3GLBQ6GMKUVXQ","Sarthak kumar","Not Bad Good Tocuh Works Perfectly but Tracking System i think slow","Reviewed in India on 11 August 2022","Looks Awesome & Less featured",3,"https://m.media-amazon.com/images/I/81HbU4jauYL.jpg",0,"Charcoal Black"
"R3K79BU90OJX1F","Amazon Customer","Satisfaction.....","Reviewed in India on 10 September 2022","Paisa vasool....deal",5,"",0,"Sandy Cream"
"R1WU1EN0VI0HAI","Pritilata Samanta","It's a very good product 👌","Reviewed in India on 28 June 2022","Good product",4,"https://m.media-amazon.com/images/I/51GFeovc3YL.jpg
https://m.media-amazon.com/images/I/613wwnfS5nL.jpg
https://m.media-amazon.com/images/I/81Zg7btwIJL.jpg",0,"Sandy Cream"
"R2047FJMGD9QAZ","P Kulkarni","Watch is good. 👍🏻But I'm unable to use alexa😩I tried so many times but there is same error again n again and just because of this I'm disappointed 😩","Reviewed in India on 9 June 2022","The watch is soo good but alexa doesn't work",4,"https://m.media-amazon.com/images/I/71M6UOZ3VXL.jpg",0,"Sandy Cream"
"RIV54STWCXFN1","S ARJUNAN","Nice and handy. Elegant measures more or less accurate","Reviewed in India on 3 September 2022","Awesome product",5,"",0,"Sandy Cream"
"R3VMR2OOZ6PBDR","Poonam Rajput","Like","Reviewed in India on 10 September 2022","Very nice watch my daughter was very happy",5,"",0,"Charcoal Black"
"RF3A73UK0APE0","jaan"," Battery Performance Not Good","Reviewed in India on 26 September 2022","Not Good",5,"https://m.media-amazon.com/images/I/712k5t8pl9L.jpg",0,"Pitch Black"
"RAHXSVGN6NX9E","SHAILENDRA KUMAR","Only sleeping monitor is not working rest everything is fine","Reviewed in India on 3 September 2022","Battery backup is more than 7 days",5,"https://m.media-amazon.com/images/I/71UV63XQjKL.jpg
https://m.media-amazon.com/images/I/81FqXhjY7oL.jpg",0,"Charcoal Black"
"R2L3BWUIHSM25Q","Kanhaiya Dwivedi","Best","Reviewed in India on 10 September 2022","Good",5,"",0,"Charcoal Black"
"R315WETFLOMT9V","Tushar"," Mobile is not able to track the steps correctly since 2 days , touch screen doesn’t want work properly at all and watch is not getting charged also so I would like to kindly replace it with a new one with same colour as it is in warranty period right now","Reviewed in India on 26 July 2022","This newly bought watch got malfunctioned within a week",3,"https://m.media-amazon.com/images/I/81SMz8hVKkL.jpg",1,"Sandy Cream"
"RST676UOYDJ8W","Dev vart","Like","Reviewed in India on 9 September 2022","Very good product.",5,"",0,"Sandy Cream"
"RUXVCZZH5B063","Sampurna De","It gives you a best look.. you look smart and sporty at the same time.. also it does it's job seamlessly.. good purchase.","Reviewed in India on 24 August 2022","Great Look🤩",5,"",0,"Sandy Cream"
"R1N15VPBAOKSD8","naveen",,"Reviewed in India on 14 August 2022","It's nice but the dial size is too big.",3,"https://m.media-amazon.com/images/I/61gNP8+FpwL.jpg",0,"Sandy Cream"
"R1WZZKG1TM6607","Nupur GAUR","Loved it ☺️☺️","Reviewed in India on 7 September 2022","Loved it ☺️❤️‍🔥😍",5,"",0,"Sandy Cream"
"R3E833SL43Y3OW","suraj ojha",,"Reviewed in India on 30 September 2022","Very smooth work",5,"https://m.media-amazon.com/images/I/51QMfjdb65L.jpg
https://m.media-amazon.com/images/I/51s3ThHx8pL.jpg
https://m.media-amazon.com/images/I/61y04qeyCbL.jpg",0,"Sandy Cream"
"R3TEHLHKI6KQOS","sailaja","Its absolutely average product. It looks cool but Bluetooth should be connected manually each and every time, phone numbers not appearing while receiving calls while riding bikes. Not even useful basuc function of checking calls while working.","Reviewed in India on 28 July 2022","Average",3,"",0,"Charcoal Black"
"R1HJZW1JCNTFD","DheeRaj Kannaujiya","Best","Reviewed in India on 9 September 2022","Best",5,"",0,"Charcoal Black"
"R184HK3GY0K6RE","Pramod ","Battery lasts 2 days and  given in discription","Reviewed in India on 13 August 2022","Good protect in 2000rs budget",3,"",0,"Deep Blue"
"R1AG814L7J1OUG","Ravi Verma","Not good as expected","Reviewed in India on 12 August 2022","Ordinary smart watch",3,"",0,"Pitch Black"
"R17RHFVMX0V0X7","Sai bhagavan","I like the battry backup mainly","Reviewed in India on 5 September 2022","It is a value for money and it is really a very good product",5,"",0,"Sandy Cream"
"R13ZRKNJEKLNLE","Aditya Ranjan","Good products.","Reviewed in India on 26 June 2022","Good watch and battery backup is also good.",4,"",0,"Olive Green"
"R3K2C5TZ8UU11U","Parth Ladhava","Excellent","Reviewed in India on 8 September 2022","Awasome",5,"https://m.media-amazon.com/images/I/61e54Rbv7TL.jpg",0,"Charcoal Black"
"R20UDIL77VIKV","rohit","Nice product at this price range","Reviewed in India on 6 September 2022","Nice product",5,"",0,"Charcoal Black"
"R1FZ25JGS6V0C","Krishna Kalegaonkar","Display is very good","Reviewed in India on 25 June 2022","Alexa is very nice",4,"https://m.media-amazon.com/images/I/51wyGynC3ML.jpg",0,"Pitch Black"
"R28236WXUTTUGM","Zakkam Srinivasarao","Outdoor running","Reviewed in India on 17 August 2022","Battery failure, full charged 100% @1030hrs. And @1300hrs. 24%. Charge sadenly dropped.",3,"https://m.media-amazon.com/images/I/71f6KdoOKHL.jpg",0,"Charcoal Black"
"RGF2TLSNG0J7B","sunil pandey","Lookwise it is same as in ads. Useful dial is little small. No use of knob provided on watch.watch faces can be downloaded but restricted to 1 or 2 only.","Reviewed in India on 31 July 2022","Below average",3,"",0,"Olive Green"
"R1HV2LHK73VWBP","Nirmal Singh","Excellent","Reviewed in India on 9 September 2022","Excellent watch",5,"",0,"Sandy Cream"
"R1SL3UDND8W344","Sk sohel aziz","Dislike","Reviewed in India on 16 August 2022","Everything works very nice excepet vibration.I can't know who are calling me when I travelled",3,"",0,"Pitch Black"
"R36IIBSJ1GBTQ7","KD","Go for it smart  wa","Reviewed in India on 26 June 2022","Best smart watch",4,"",0,"Charcoal Black"
"R1F2RWZSOR9SDR","Divya Saini","I only dislike the stress meter i think it's sometimes correct but sometimes wrong.","Reviewed in India on 15 June 2022","Best watch for women. 🥰🥰🥰it looks soo cute and it can track your periods too.",4,"https://m.media-amazon.com/images/I/610zp-8dKML.jpg",0,"Sandy Cream"
"R2NOY43ATN75ZI","Ricky r.","Sahi hai","Reviewed in India on 9 September 2022","Great",5,"",0,"Pitch Black"
"RPU8YESPE749","Muzammil Shaikh","This watch disine ⌚ looks like premium quality smart watch very amazing and nice 😎 watch","Reviewed in India on 19 June 2022","Nice 😎 smart watch",4,"",0,"Pitch Black"
"R4D13LYMIZ3BN","Qidra Ahmed","Bestt","Reviewed in India on 6 September 2022","Best",5,"",0,"Pitch Black"
"R37QDJHFMWSWF4","Hilal"," 👍1. Style2. Alexa helpful for daily tasks3. Sleep tracks4. Ambient lighting5. Torch available👎Replaced due to battery issue;Still need another replacement for same.Suggestion: * Olive green looking awesome.  * Dark theme best since screen size short  at bottom.  * Selected this only after comparing  with lots of popular products at this  range.","Reviewed in India on 25 April 2022","Best in class; Bought at 2.5k",4,"",0,"Sandy Cream"
"R34XLTOLP9IPR4","Krishna Kant Shukla","It's not working properly, not showing message and call notifications","Reviewed in India on 10 August 2022","Not working properly",3,"",0,"Pitch Black"
"R20I11H0057SCK","Riyaz Ahmad","I would say smart watch is not reliable.","Reviewed in India on 13 August 2022","Average",3,"",0,"Olive Green"
"R3RJHSRBJCZHKS","Jatin Agrawal","As per product description, battery should last for 7 days but it lasted only for 3 days.","Reviewed in India on 8 August 2022","Battery life is not as per the description",3,"",0,"Olive Green"
"R11BWUVQECBNMQ","Vishal kailas Pawar"," Nice product","Reviewed in India on 28 September 2022","Superb ❤️",5,"https://m.media-amazon.com/images/I/71OlfmIsycL.jpg
https://m.media-amazon.com/images/I/71tFUz8GUBL.jpg
https://m.media-amazon.com/images/I/71z8fnYoVnL.jpg",0,"Charcoal Black"
"R2QYM6CYJCBIJH","Ragjaygow","This looks great to wear and does a decent job. Not all functions are working. Worth trying given the price.","Reviewed in India on 8 July 2022","Stylish product",4,"",0,"Pitch Black"
"R2E0GHN3QI9BMD","Nikhil uikey","Very bed","Reviewed in India on 14 August 2022","Very bed",3,"",0,"Charcoal Black"
"R1G1F8VJN4WC98","Sanjit kumar","Good watch","Reviewed in India on 25 June 2022","H",4,"",0,"Pitch Black"
"R2N0Z4OHWGCS1Z","Javed","Very nice","Reviewed in India on 7 September 2022","Stylish with best price",5,"",0,"Charcoal Black"
"R2ZKLLGU843KWQ","ABDUL QALIQ MD","Comfortable","Reviewed in India on 16 August 2022","Looks handy",3,"",0,"Charcoal Black"
"R14QEVDTLLB6J3","Divya","Value for money","Reviewed in India on 8 September 2022","Good",5,"",0,"Charcoal Black"
"R1SQCQYOA9JQBL","Shivam tyagi","I have nice experience I have experience boat xtend smartwatch unboxing and connect with my phone","Reviewed in India on 26 August 2022","Nice experience I have",5,"https://m.media-amazon.com/images/I/71gn+ovvEKL.jpg",0,"Charcoal Black"
"R7AKO6YY1PZFK","Rinku Saini",,"Reviewed in India on 16 August 2022","Best quality watch",3,"https://m.media-amazon.com/images/I/61WXPMnkBkL.jpg",0,"Charcoal Black"
"RWYOJ6TIDORT0","Amazon Customer","Purchased in Jan 2022 .. ryt now desplay not working","Reviewed in India on 11 August 2022","Watch not too much good",3,"",0,"Pitch Black"
"R2KU9IH2OWNFUE","Aniket Manathkar","I have even seen Fossil watches and some of them don't have Alexa in built or they are not Alexa compatible. This watch ha Alexa inbuilt and helps me a lot in controlling TV, lights, AC etc. Must buy product at an affordable cost.","Reviewed in India on 12 August 2022","Great purchase at an affordable cost",5,"",0,"Charcoal Black"
"R375KPYFE2QDY9","Pratham jain","I gifted this watch to my brother and he is happy with the product. Thanku","Reviewed in India on 27 August 2022","Awsome",5,"",0,"Charcoal Black"
"R2QNWJOVMKI8W","ABINASH SHARMA","I LIKE THE COLOUR AND MODEL BOTHI TEST HEART RATE, SLEEP MONITERING, SO2, ETC","Reviewed in India on 26 August 2022","VERY NICE WATCH, I REALLY LIKE IT",5,"https://m.media-amazon.com/images/I/51CBTkzxzHL.jpg
https://m.media-amazon.com/images/I/51bx6JtuRYL.jpg
https://m.media-amazon.com/images/I/61E3zQSJMEL.jpg",0,"Sandy Cream"
